Name,Price,Rating,Reviews,Category,Region,Type,ABV,IBU,Tasting_Notes,Food_Pairing,Suggested_Glassware,Suggested_Serving_Temperature (F),Calories Per Serving (12 Oz),Carbs Per Serving (12 Oz),Features
Lord Hobo Boomsauce Double IPA,14.99,4.7,23.0,Imperial / Double IPA,United States,Craft,7.8,78.0,"Citrus, Hoppy, Strong, Tropical Fruit","Beef, Chicken","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Modelo Chelada Especial Mexican Import Flavored Beer,3.99,4.6,44.0,Specialty Beer & Alternatives,Mexico,Craft,3.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,144.0,17.5,None
Dogfish Head 60 Minute IPA,11.99,4.7,29.0,IPA,United States,Craft,6.0,60.0,"Hoppy, Citrus, Malty, Pine","Fruit - Dried, Cured Meats","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
RITAS Straw-Ber-Rita,6.99,4.7,25.0,Malt Liquor,United States,Craft,5.0,22.0,"Flavored, Fruity, Sweet","Nuts, Chicken","Pint Glass, Snifter/Goblet/Chalice, Mason Jar",40.0,130.0,8.0,None
Dos Equis Ambar,10.49,4.8,15.0,Amber / Vienna Lager,Mexico,Craft,4.7,22.0,"Caramel, Fresh, Honey, Roasted, Smooth, Toasty","Beef, Cheese - Nutty & Semi-Firm, Chicken, Fish - White, Pork","Pilsner Glass, Pint Glass",50.0,146.0,14.0,None
Heineken Light,18.99,4.5,43.0,Light Lager,Netherlands,Craft,3.3,12.0,"Bready, Dry, Light","Salads & Greens, Chicken",Pint Glass,40.0,99.0,6.8,Gluten Reduced
Tecate Light,13.99,4.6,11.0,Light Lager,Mexico,Craft,3.9,7.0,"Crisp, Dry, Light","Nuts, Chicken",Pint Glass,40.0,110.0,7.9,None
"TRULY Hard Seltzer Red, White & TRU Party Pack Variety",20.89,4.4,23.0,Hard Seltzer,United States,"Seasonal, Variety Pack",5.0,35.0,"Crisp, Fresh, Light, Smooth","Beef, Chicken, Salads & Greens",Snifter/Goblet/Chalice,45.0,130.0,8.0,"Gluten Reduced, Gluten-Free"
Michelob Ultra Pure Gold,10.99,4.7,60.0,Light Lager,United States,Craft,3.2,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,85.0,2.5,Organic
Angry Orchard Hard Cider Sunny Sessions Seasonal Variety Pack,18.99,4.6,60.0,Cider,United States,"Seasonal, Variety Pack",5.0,35.0,"Apple, Bright, Cherry, Crisp, Fruity, Smooth, Sour, Sweet, Vanilla","Dessert - Fruit, Dessert - Vanilla & Caramel","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,"Gluten Reduced, Gluten-Free"
Dos Equis Lager Lime & Salt,10.69,4.6,6.0,Pale Lager,Mexico,Craft,4.2,10.0,"Citrus, Flavored, Fruity, Light",Unknown,Unknown,49.0,135.0,12.0,None
Tecate,12.99,4.6,37.0,American-Style Lager,Mexico,Craft,4.5,14.0,"Light, Grainy, Bready, Bright","Chicken, Salads & Greens",Pint Glass,40.0,130.0,8.0,None
Cayman Jack Margarita,19.49,4.8,26.0,Malt Liquor,United States,Craft,5.8,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Flying Dog The Truth Imperial IPA,13.99,4.8,18.0,Imperial / Double IPA,United States,Craft,8.7,80.0,"Hoppy, Citrus, Fruity, Tropical Fruit","Shellfish, Cheese - Fresh & Soft",Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Bud Light Seltzer Variety Pack,19.79,4.6,85.0,Hard Seltzer,United States,Variety Pack,5.0,35.0,Fruity,Unknown,Snifter/Goblet/Chalice,45.0,100.0,8.0,"Gluten Reduced, Gluten-Free"
Athletic Brewing Upside Dawn,11.99,4.7,18.0,Non-Alcoholic Beer,United States,"Craft, Independent Craft Brewer, Non-Alcoholic",0.5,15.0,"Balanced, Crisp, Earthy, Floral, Fresh, Light","Cheese - Hard Aged, Fish - White, Pasta, Salads & Greens, Tomatoes",Pint Glass,50.0,45.0,10.0,Gluten Reduced
Montauk Wave Chaser IPA,57.99,4.6,8.0,IPA,United States,Craft,6.4,60.0,"Tropical, Tropical Fruit, Citrus, Malty","Fish - White, Fruit - Citrus","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
"Angry Orchard Green Apple Hard Cider, Spiked",11.49,4.8,29.0,Cider,United States,Craft,5.0,35.0,"Apple, Green Apple, Sweet, Tart","Pork, Cheese - Fresh & Soft","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Lagunitas Little Sumpin' Sumpin' Ale,11.99,4.7,36.0,Wheat Ale,United States,Craft,7.5,64.0,"Citrus, Hoppy, Intense, Smooth","Cheese - Hard Aged, Fruit - Dried",Pint Glass,50.0,130.0,8.0,None
Athletic Brewing Free Wave Hazy IPA,11.99,4.7,4.0,Non-Alcoholic Beer,United States,"Craft, Independent Craft Brewer, Non-Alcoholic",0.5,50.0,"Bold, Citrus, Fresh, Hoppy, Intense, Strong, Tropical, Tropical Fruit","Beef, Cheese - Nutty & Semi-Firm, Chicken, Duck & Game Bird, Fish - Meaty & Oily, Lamb, Mushrooms, Pork, Root Vegetables, Turkey",Unknown,49.0,70.0,16.0,None
Harpoon IPA,18.99,4.8,22.0,IPA,United States,"Craft, Independent Craft Brewer",6.0,42.0,"Malty, Hoppy, Floral, Herbal","Chicken, Cheese - Hard Aged","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Seagrams Escapes Variety Pack,15.99,4.8,29.0,Hard Seltzer,United States,Variety Pack,3.2,35.0,"Sweet, Tropical, Tropical Fruit",Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,None
White Claw Raspberry Hard Seltzer,11.99,4.7,23.0,Hard Seltzer,United States,Craft,5.0,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Mason Jar",45.0,100.0,2.0,Gluten Reduced
White Claw Hard Seltzer Peach,2.68,4.8,2.0,Hard Seltzer,United States,Craft,5.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,100.0,2.0,None
Busch Beer,11.37,4.7,15.0,American-Style Lager,United States,Craft,4.3,35.0,"Grainy, Dry, Light","Beef, Nuts",Pint Glass,40.0,130.0,8.0,None
Pilsner Urquell Beer,38.99,4.8,31.0,Pilsner,Czech Republic,Craft,4.4,40.0,"Crisp, Dry, Grainy, Minerality","Salads & Greens, Chicken",Pilsner Glass,45.0,130.0,8.0,None
Blue Moon Light Sky Citrus Wheat Craft Beer,11.0,4.7,28.0,Wheat Ale,United States,Craft,4.0,10.0,"Citrus, Fresh","Chicken, Salads & Greens",Weizen Glass,50.0,130.0,8.0,None
Keystone Light American Lager Beer,20.33,4.6,27.0,Light Lager,United States,Craft,4.1,7.0,"Grainy, Light","Beef, Chicken, Cured Meats",Pint Glass,40.0,101.0,4.7,None
Dogfish Head SeaQuench Ale Session Sour Beer,11.99,4.7,40.0,Gose,United States,Craft,4.9,10.0,"Tart, Salty, Citrus, Intense","Nuts, Fish - White",Stange,45.0,130.0,8.0,None
Sierra Nevada Torpedo Extra IPA,10.99,4.7,16.0,IPA,United States,Craft,7.2,65.0,"Hoppy, Bitter, Balanced, Dry","Fish - Meaty & Oily, Cheese - Blue","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
National Bohemian,11.0,4.7,24.0,American-Style Lager,United States,Craft,4.52,35.0,"Light, Dry, Grainy, Bready","Nuts, Beef",Pint Glass,40.0,130.0,8.0,None
Sierra Nevada Big Little Thing Imperial IPA,11.99,4.7,8.0,Imperial / Double IPA,United States,"Craft, Independent Craft Brewer",9.0,45.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,254.0,15.0,None
Samuel Adams Seasonal Variety Pack Beer,23.4,4.5,34.0,Variety Pack Beer,United States,"Craft, Seasonal, Variety Pack",5.5,35.0,"Crisp, Smooth","Beef, Cheese - Nutty & Semi-Firm, Chicken, Cured Meats, Dessert - Chocolate & Coffee","Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",49.0,130.0,8.0,Kosher
Stone IPA,5.99,4.7,13.0,IPA,United States,Craft,6.9,71.0,"Hoppy, Malty, Bright, Citrus","Fruit - Citrus, Chicken","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Brooklyn Lager,11.29,4.7,13.0,Amber / Vienna Lager,United States,"Craft, Independent Craft Brewer",5.2,33.0,"Bready, Caramel, Crisp, Grainy, Hoppy, Light, Malty","Beef, Cheese - Fresh & Soft, Chicken, Fish - Meaty & Oily, Salads & Greens","Pint Glass, Pilsner Glass",50.0,130.0,8.0,None
Sloop Brewing Juice Bomb IPA,13.99,4.7,17.0,New England / Hazy IPA,United States,Craft,6.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Mike's Hard Strawberry Lemonade,10.99,4.7,21.0,Hard Lemonade,United States,Craft,5.0,35.0,"Acidic, Flavored, Fruity, Tart",Nuts,"Pint Glass, Mason Jar",45.0,130.0,8.0,Gluten Reduced
Sixpoint Resin,10.99,4.8,23.0,Imperial / Double IPA,United States,"Craft, Independent Craft Brewer",9.1,103.0,"Floral, Grapefruit, Hoppy, Pine","Cheese - Hard Aged, Salads & Greens, Turkey",Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Bud Light Chelada Original With Clamato,2.19,4.7,26.0,Light Lager,United States,Craft,4.2,35.0,"Flavored, Light, Vegetal","Mushrooms, Tomatoes","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Stella Artois Cidre,7.99,4.6,59.0,Cider,United States,Craft,4.5,10.0,"Acidic, Apple, Bright","Pork, Cheese - Stinky","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Hoegaarden White,18.99,4.8,31.0,Witbier,Belgium,Craft,4.2,15.0,"Yeasty, Biscuit, Bready, Citrus","Nuts, Fish - White",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Downeast Cider Original Blend,10.99,4.8,52.0,Cider,United States,"Craft, Independent Craft Brewer",5.1,35.0,"Sweet, Apple, Crisp","Duck & Game Bird, Pork","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Wölffer No. 139 Dry Rosé Cider,15.99,4.8,27.0,Cider,United States,Craft,6.9,10.0,"Apple, Dry, Fruity, Crisp","Fruit - Sweet, Lamb","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Mike's Hard Black Cherry Lemonade,17.99,4.8,27.0,Hard Lemonade,United States,Craft,5.0,35.0,"Acidic, Flavored, Fruity, Sweet","Dessert - Fruit, Nuts","Pint Glass, Mason Jar",45.0,130.0,8.0,Gluten Reduced
Rolling Rock Extra Pale,10.99,4.7,34.0,American-Style Lager,United States,Craft,4.4,5.0,"Light, Dry, Grainy, Bright","Nuts, Cured Meats",Pint Glass,40.0,130.0,8.0,None
RITAS Lime-A-Rita,18.99,4.6,21.0,Malt Liquor,United States,Craft,8.0,35.0,"Citrus, Sweet, Syrupy, Tart","Chicken, Shellfish","Pint Glass, Snifter/Goblet/Chalice, Mason Jar",40.0,130.0,8.0,None
"Guinness 0, Non-Alcoholic Beer, .05% ABV",9.99,4.8,7.0,Non-Alcoholic Beer,Ireland,Non-Alcoholic,0.5,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
TRULY Hard Seltzer Wild Berry,11.49,4.5,13.0,Hard Seltzer,United States,Craft,5.0,35.0,"Berry, Crisp, Fresh, Light","Chicken, Cheese - Fresh & Soft, Fruit - Dried",Pint Glass,45.0,100.0,2.0,"Gluten Reduced, Gluten-Free, Kosher"
White Claw Hard Seltzer 24pk Variety Pack,35.98,4.8,2.0,Hard Seltzer,United States,Variety Pack,5.0,35.0,"Crisp, Flavored, Fruity",Unknown,Snifter/Goblet/Chalice,45.0,100.0,2.0,Gluten-Free
Modelo Chelada Limon y Sal Mexican Import Flavored Beer,3.99,4.6,30.0,Malt Liquor,Mexico,Craft,3.5,35.0,No special notesbeer_updated,Unknown,Pint Glass,50.0,120.0,12.5,None
PRESS Premium Hard Seltzer Signature Variety Pack,18.99,4.7,23.0,Hard Seltzer,United States,"Independent Craft Brewer, Variety Pack",4.0,35.0,"Balanced, Berry, Bright, Citrus, Crisp, Flavored, Floral, Fresh, Fruity, Grapefruit, Herbal, Light, Smooth, Sweet, Tart",Unknown,Pint Glass,45.0,110.0,7.0,Gluten Reduced
Michelob Ultra Organic Seltzer -Signature Collection,34.99,4.5,27.0,Hard Seltzer,United States,Variety Pack,4.0,35.0,"Peach, Pineapple",Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,"Gluten-Free, Organic"
Stone Delicious IPA,2.59,4.5,95.0,IPA,United States,Craft,7.7,75.0,"Hoppy, Tropical, Dry, Nectarine","Salads & Greens, Cheese - Creamy & Bloomy","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Beck's,21.99,4.7,25.0,Pilsner,Germany,Craft,4.8,21.0,"Biscuit, Grainy, Light","Beef, Nuts",Pilsner Glass,45.0,130.0,8.0,None
Lagunitas DayTime IPA,10.99,4.7,34.0,IPA,United States,Craft,4.0,31.0,"Fresh, Hoppy","Chicken, Cured Meats","Pint Glass, Mason Jar",50.0,98.0,8.0,None
Landshark Lager,9.99,4.7,31.0,American-Style Lager,United States,Craft,43.0,15.0,"Crisp, Light, Dry","Nuts, Cheese - Hard Aged",Pint Glass,40.0,130.0,8.0,None
Night Shift Santilli IPA,14.99,4.8,24.0,IPA,United States,"Craft, Independent Craft Brewer",6.0,35.0,"Bitter, Bright, Citrus, Crisp, Grapefruit, Hoppy, Tropical Fruit","Cheese - Hard Aged, Fish - White, Pork, Salads & Greens","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Bud Light NEXT,10.49,4.2,13.0,Light Lager,United States,Craft,4.0,35.0,No special notesbeer_updated,Unknown,Pilsner Glass,40.0,80.0,0.0,None
Amstel Light,2.28,4.7,21.0,Pale Lager,Netherlands,Craft,3.5,12.0,"Bready, Dry, Grainy, Light",Unknown,Pint Glass,40.0,95.0,5.0,None
Sixpoint The Crisp,10.95,4.6,20.0,Pilsner,United States,"Craft, Independent Craft Brewer",5.4,44.0,"Biscuit, Bready, Crisp, Floral, Grassy, Light, Smooth","Cheese - Creamy & Bloomy, Fish - White, Nuts, Salads & Greens",Pilsner Glass,45.0,130.0,8.0,None
Modelo Oro Mexican Lager Light Beer,19.19,4.5,1.0,Light Lager,Mexico,Craft,4.0,35.0,No special notesbeer_updated,"Fish - Meaty & Oily, Fish - White",Pilsner Glass,40.0,90.0,3.0,None
Montucky Cold Snack Lager,1.99,4.8,10.0,Light Lager,United States,"Craft, Independent Craft Brewer",4.1,8.0,"Light, Dry","Nuts, Chicken",Pint Glass,40.0,102.0,4.95,None
Delirium Tremens,13.06,4.8,18.0,Belgian Strong Ale,Belgium,Craft,8.5,26.0,"Sweet, Honey, Strong, Balanced","Dessert - Fruit, Cheese - Creamy & Bloomy",Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Creature Comforts Tropicalia IPA,23.09,4.8,2.0,IPA,United States,Independent Craft Brewer,6.6,65.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Foster's Lager Beer,10.59,4.8,21.0,Pale Lager,Australia,Craft,5.0,12.0,"Grainy, Dry","Nuts, Cured Meats",Pint Glass,45.0,130.0,8.0,None
Not Your Father's Root Beer,11.99,4.8,45.0,Hard Soda,United States,Craft,5.9,10.0,"Sweet, Spicy, Vanilla, Silky","Dessert - Vanilla & Caramel, Fruit - Dried",Pint Glass,55.0,130.0,8.0,None
Natty Daddy,1.99,4.5,9.0,Malt Liquor,United States,Craft,13.5,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Bell's Oberon American Wheat Ale,19.64,4.7,15.0,Witbier,United States,"Craft, Seasonal",5.8,10.0,"Spicy, Fruity, Banana","Fish - White, Dessert - Fruit",Pint Glass,50.0,187.0,16.2,None
Oskar Blues Dale's Pale Ale,18.99,4.8,19.0,Pale Ale,United States,Craft,6.5,65.0,"Caramel, Hoppy, Honey, Dry","Turkey, Pork",Pint Glass,50.0,130.0,8.0,None
Austin Eastciders Original Dry Cider,9.39,4.8,13.0,Cider,United States,"Craft, Independent Craft Brewer",5.0,35.0,"Apple, Balanced, Dry, Fresh","Pork, Cheese - Blue","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,"Gluten Reduced, Kosher"
"Angry Orchard Rosé Hard Cider, Spiked",10.99,4.6,44.0,Cider,United States,Craft,5.5,35.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
White Claw Hard Seltzer Surge Blood Orange,2.59,4.6,5.0,Hard Seltzer,United States,Craft,8.0,35.0,"Crisp, Flavored, Fruity",Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,Gluten-Free
Magners Original Irish Cider,11.99,4.8,16.0,Cider,Ireland,Craft,4.5,35.0,"Apple, Sweet","Pork, Fruit - Dried","Pint Glass, Snifter/Goblet/Chalice",50.0,150.0,8.0,Gluten-Free
Bitburger Premium Pils,12.49,4.7,16.0,Pilsner,Germany,Craft,4.8,23.0,"Bright, Crisp, Dry","Nuts, Cured Meats",Pilsner Glass,45.0,130.0,8.0,None
Leffe Blonde,11.08,4.8,18.0,Belgian-Style Ale,Belgium,Craft,40.0,20.0,"Sweet, Honey, Stone Fruit, Spicy","Duck & Game Bird, Cured Meats",Pint Glass,50.0,130.0,8.0,None
Topo Chico Hard Seltzer Ranch Water,20.12,4.6,2.0,Hard Seltzer,United States,Craft,4.7,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,None
Spindrift Spiked Variety Pack,24.4,4.7,3.0,Hard Seltzer,United States,Variety Pack,4.0,35.0,"Bright, Light, Pineapple",Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,None
Night Shift Nite Lite Craft Light Lager,8.69,4.7,13.0,Light Lager,United States,"Craft, Independent Craft Brewer",4.3,35.0,"Bready, Bright, Crisp, Light","Cheese - Fresh & Soft, Fish - White, Salads & Greens",Pint Glass,40.0,120.0,8.1,None
Carlsberg Danish Pilsner,11.99,4.7,13.0,Pilsner,Denmark,Craft,5.0,18.0,"Apple, Crisp, Floral, Grainy, Grassy, Hoppy, Malty, Smooth","Beef, Chicken, Cured Meats, Fish - Meaty & Oily, Fish - White, Fruit - Sweet, Lamb, Nuts, Turkey","Pint Glass, Stein/Pub Mug, Snifter/Goblet/Chalice",45.0,130.0,8.0,None
Smirnoff Ice Smash Peach + Mango,3.75,4.4,7.0,Malt Liquor,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,40.0,130.0,8.0,None
Ballast Point Sculpin IPA,8.86,4.8,24.0,IPA,United States,"Craft, Independent Craft Brewer",7.0,70.0,"Hoppy, Bitter, Citrus, Pine","Beef, Cheese - Hard Aged","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Industrial Arts Wrench IPA,16.47,4.7,6.0,IPA,United States,Craft,7.1,28.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Corona Familiar Lager Mexican Beer,4.69,4.8,44.0,Pale Lager,Mexico,Craft,4.8,35.0,"Bright, Dry, Grainy","Nuts, Fruit - Citrus",Pint Glass,45.0,156.0,14.6,None
New Holland Dragon's Milk Bourbon Barrel Stout,9.89,4.7,28.0,Imperial Stout,United States,"Craft, Independent Craft Brewer",11.0,30.0,"Creamy, Malty, Oak, Roasted, Smooth, Vanilla","Beef, Cheese - Blue, Cured Meats, Dessert - Fruit, Dessert - Vanilla & Caramel, Mushrooms",Pint Glass,50.0,130.0,8.0,None
Bud Light Hard Seltzer Hard Soda Variety Pack,19.99,4.6,14.0,Hard Seltzer,United States,Variety Pack,5.0,35.0,"Bold, Cherry, Citrus, Flavored, Melon - Honeydew",Unknown,Snifter/Goblet/Chalice,45.0,130.0,8.0,None
Lagunitas Maximus,12.11,4.6,18.0,Imperial / Double IPA,United States,Craft,9.0,72.0,"Citrus, Hoppy, Malty, Spicy","Cheese - Stinky, Nuts",Snifter/Goblet/Chalice,55.0,130.0,8.0,None
TRULY Hard Seltzer Strawberry Lemonade,3.95,4.4,5.0,Hard Seltzer,United States,Craft,5.0,35.0,"Crisp, Light, Fruity, Berry","Beef, Chicken, Fish - White",Snifter/Goblet/Chalice,45.0,130.0,8.0,"Gluten Reduced, Gluten-Free, Kosher"
Revolution Anti-Hero IPA,11.99,4.8,9.0,IPA,United States,"Craft, Independent Craft Brewer",6.7,65.0,"Hoppy, Crisp, Floral, Citrus","Chicken, Root Vegetables","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Miller Genuine Draft Beer American Lager,13.99,4.6,34.0,American-Style Lager,United States,Craft,4.6,12.0,"Dry, Light, Grainy","Nuts, Cured Meats",Pint Glass,40.0,130.0,8.0,None
Flying Dog Raging Bitch IPA,33.47,4.7,20.0,IPA,United States,Craft,8.3,60.0,"Bready, Pine, Floral","Salads & Greens, Root Vegetables","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Presidente,16.49,4.8,17.0,American-Style Lager,Dominican Republic,Craft,5.0,35.0,"Dry, Grainy",Nuts,Pint Glass,40.0,130.0,8.0,None
Weihenstaphaner Hefe Weissbier,4.39,4.8,21.0,Hefeweizen,Germany,Craft,5.4,14.0,"Banana, Fresh, Fruity, Yeasty","Salads & Greens, Cheese - Hard Aged",Weizen Glass,50.0,130.0,8.0,None
Duvel Belgian Ale,13.99,4.8,6.0,Belgian Strong Ale,Belgium,Craft,8.5,33.0,"Honey, Bright, Fruity, Stone Fruit","Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Cheese - Hard Aged, Cheese - Nutty & Semi-Firm, Cured Meats, Duck & Game Bird, Turkey",Snifter/Goblet/Chalice,55.0,130.0,8.0,None
Mike's Harder Strawberry Pineapple,3.62,4.5,10.0,Fruit Beer,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,Gluten Reduced
"Lawson's Finest Liquids, Little Sip, IPA",15.74,4.9,2.0,New England / Hazy IPA,United States,Craft,6.2,35.0,"Floral, Grapefruit, Pineapple, Tropical",Unknown,Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Lone Star Lager,8.49,4.7,13.0,Dark Lager,United States,Craft,4.7,10.0,"Bready, Bright, Light","Nuts, Cured Meats","Pint Glass, Stein/Pub Mug",50.0,134.9,11.4,None
Strongbow Cider Gold Apple,50.9,4.7,23.0,Cider,United Kingdom,Craft,5.0,35.0,"Flavored, Sweet, Apple","Pork, Cheese - Nutty & Semi-Firm","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,Gluten Reduced
Dogfish Head Slightly Mighty Lo-Cal IPA,19.99,4.7,19.0,IPA,United States,Craft,4.0,30.0,No special notesbeer_updated,Unknown,"Pint Glass, Snifter/Goblet/Chalice",50.0,95.0,8.0,None
Budweiser Zero Full-Flavored Zero Alcohol Brew,8.99,4.7,9.0,Non-Alcoholic Beer,United States,Non-Alcoholic,0.0,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
Sixpoint Bengali,10.89,4.6,10.0,IPA,United States,"Craft, Independent Craft Brewer",6.6,66.0,"Apricot, Bright, Citrus, Hoppy, Pine","Cheese - Nutty & Semi-Firm, Duck & Game Bird, Fruit - Citrus, Root Vegetables, Salads & Greens","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Firestone Walker 805 Blonde Ale,11.99,4.8,13.0,Golden / Blonde Ale,United States,Craft,4.7,20.0,"Balanced, Crisp, Honey, Light, Malty, Smooth","Fish - Meaty & Oily, Fish - White",Pint Glass,50.0,130.0,8.0,None
Lagunitas Hazy Wonder,11.99,4.6,5.0,New England / Hazy IPA,United States,Craft,6.0,30.0,"Bitter, Fruity, Hoppy, Tropical","Cheese - Creamy & Bloomy, Cheese - Fresh & Soft, Chicken, Cured Meats, Fish - White, Tomatoes",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Loverboy White Tea Peach,14.0,4.6,10.0,Hard Iced Tea,United States,Craft,4.2,35.0,Peach,Unknown,Unknown,45.0,90.0,1.0,"Gluten-Free, Organic"
Night Shift Whirlpool Hazy New England Pale Ale,14.99,4.7,9.0,Pale Ale,United States,"Craft, Independent Craft Brewer",4.5,50.0,"Citrus, Hoppy, Light, Nectarine, Peach, Tropical Fruit","Cheese - Nutty & Semi-Firm, Chicken, Fish - White, Salads & Greens","Pint Glass, Snifter/Goblet/Chalice",50.0,130.0,8.0,None
Dos Equis Ranch Water Hard Seltzer,11.37,4.5,1.0,Hard Seltzer,Mexico,Craft,4.5,1.0,"Citrus, Crisp, Flavored",Unknown,Snifter/Goblet/Chalice,45.0,90.0,0.0,None
Happy Dad Hard Seltzer Death Row Records Grape,19.99,3.7,1.0,Hard Seltzer,United States,Craft,5.0,35.0,"Fruity, Fresh",Unknown,Unknown,49.0,100.0,2.0,None
Half Acre Daisy Cutter Pale Ale,12.49,4.9,2.0,American Pale Ale,United States,Craft,5.2,60.0,"Hoppy, Citrus, Floral, Balanced","Fruit - Sweet, Cheese - Fresh & Soft",Pint Glass,50.0,130.0,8.0,None
Montauk Summer Ale,27.99,4.4,2.0,Seasonal Beer,United States,Craft,5.6,28.0,"Caramel, Malty, Fresh","Fish - Meaty & Oily, Cheese - Blue",Pint Glass,50.0,130.0,8.0,None
Stella Artois Liberté 0.0%,10.99,4.8,4.0,Non-Alcoholic Beer,United States,Non-Alcoholic,0.0,35.0,No special notesbeer_updated,Unknown,Unknown,49.0,130.0,8.0,None
"Cape May Brewing Co., Cape May IPA (American IPA)",3.0,4.7,2.0,IPA,United States,Craft,6.3,34.0,"Balanced, Citrus, Floral","Beef, Fish - Meaty & Oily, Fish - White",Snifter/Goblet/Chalice,50.0,130.0,8.0,None
Smirnoff Ice Screwdriver,10.99,4.7,20.0,Malt Liquor,United States,Craft,5.8,35.0,"Acidic, Citrus, Flavored, Fruity, Sweet","Chicken, Nuts",Pint Glass,40.0,130.0,8.0,None
Yuengling Flight,9.99,4.6,17.0,Light Lager,United States,Craft,4.2,35.0,No special notesbeer_updated,"Salads & Greens, Fish - White, Chicken",Pint Glass,40.0,130.0,8.0,None
Mike's Harder Mango Lemonade,3.69,4.6,3.0,Hard Lemonade,United States,Craft,8.0,35.0,No special notesbeer_updated,Unknown,Pint Glass,45.0,130.0,8.0,None
